id,source_recipe_code,food_code_org,food_name,amount,unit
a03492b3-866d-4cf8-87a5-f3e62db1a2f9,ASC446,UK-17-062,"Sugar, icing",25,g
a03cbd4e-78f6-4df7-a2c2-ceaa1f28fec7,ASC409,UK-12-527,"Cheese, processed, plain",25,g
a03e0027-5728-4990-87ee-38025f3af8de,ASC363,A018,"Wheat flour, refined (Triticum aestivum)",60,g
a040ba5f-63bc-406a-bb54-c116341ad9fd,BFP161,C028,Parsley (Petroselinum crispum),1,sprig
a046c376-5461-4c8a-9465-3a5ffa863482,BFP536,A018,"Wheat flour, refined (Triticum aestivum)",37.5,g
a04d7798-436f-4e06-99bf-bbfc023af48f,BFP258,UK-17-367,Salt,0.17,tsp
a052aff2-d756-4430-b673-0615b5b0de10,BFP052,G012,"Garlic, small clove (Allium sativum)",0.63,g
a05446e7-df0c-4a5a-a3ea-77b99f320bb3,ASC083,G017,"Onion, big (Allium cepa)",20,g
a058d885-110f-4ff3-8ac8-d864dd996e9f,ASC245,F002,"Carrot, orange (Daucus carota)",50,g
a05ab87c-6fa7-42a8-9297-8c875917e801,ASC424,UK-17-062,"Sugar, icing",1,tbsp
a05c0e5f-c3a7-416e-8c9a-4084943b2893,BFP220,G012,"Garlic, small clove (Allium sativum)",1.25,g
a061ba3a-8794-40ac-a667-cf5384de5eca,ASC183,H007,"Coconut, kernel, fresh (Cocos nucifera)",20,g
a062cdea-51b9-4820-ac85-6d8266511b07,BFP232,UK-17-367,Salt,0.125,tsp
a0650e5a-cb3e-418c-b6e7-c50036661e65,BFP289,UK-17-367,Salt,0.17,tsp
a0680b5d-09a5-43cb-9e80-dd7fd9aab3e5,ASC168,G010,Curry leaves (Murraya koenigii),1,sprig
a06d3dc8-80fd-4b33-bcd0-a7322d4df2a1,ASC244,G014,"Ginger, fresh (Zingiber officinale)",10,g
a072bd3c-9eb3-4125-90f7-316db0abdf19,BFP536,M001,"Egg, poultry, whole, raw",50,g
a07867d5-d188-4f93-a8e6-bf9b2f7b6183,BFP163,UK-17-721,"Soy sauce, light and dark varieties",0.25,tsp
a07ba356-d140-413c-ac4e-b0beb24dd70e,ASC514,G017,"Onion, big (Allium cepa)",40,g
a08e8bb5-1f38-4e76-a3a7-54e53e1d7412,ASC351,UK-17-377,"Water, distilled",4,tbsp
a090a0e6-3a23-445d-b3dc-f2e5c2a211ce,ASC401,UK-17-367,Salt,0.125,tsp
a09c07f9-e11f-4a4c-b986-929420355fcf,ASC110,UK-13-873,Chilli powder,0.25,tsp
a09e1d52-e94a-4c00-8766-5a963b0ff6da,OSR076,UK-13-829,Garam masala,0.25,tsp
a0a76879-5fa3-4b1f-8f31-0bf6de10ba5f,ASC368,UK-13-829,Garam masala,0.25,tsp
a0aca703-bc2c-4699-98bc-3861b214db4f,ASC243,A018,"Wheat flour, refined (Triticum aestivum)",2,tsp
a0aea233-3b00-4e79-8b9d-7b49c36fbacd,BFP379,UK-17-050,Honey,2,tsp
a0b492de-1b7c-406c-9b35-05edc02ae8a2,BFP142,UK-12-184,"Yogurt, whole milk, plain",2,tbsp
a0bb7700-75ef-49b3-9990-9020e9ee6364,ASC210,C033,Spinach (Spinacia oleracea),200,g
a0bd29f6-8743-427b-9240-b67070d2af61,ASC217,G017,"Onion, big (Allium cepa)",25,g
a0bf84bb-a27d-40a9-a581-21a0896c960f,ASC494,ANN-ING-0048,Citric Acid,25,g
a0c0be23-c885-4358-bb96-4be237d78e4b,OSR153,UK-17-045,"Oil, sunflower",1.5,tbsp
a0cf4b12-fcd8-4eec-bc21-e1fc45ec3bb5,OSR144,G025,Cumin seeds (Cuminum cyminum),2,tsp
a0d67da6-2428-4365-97da-595fe0747f00,ASC287,H001,Almond (Prunus amygdalus),1.11,g
a0e0cabd-357e-4beb-9c1b-515918b17ddd,BFP390,UK-17-377,"Water, distilled",2,tbsp
a0e666ec-20f4-4def-8bd0-415e484825eb,ASC088,G031,"Pepper, black (Piper nigrum)",0.125,tsp
a0f43dc8-5438-44b1-adf7-a4e526cfc458,ASC402,G017,"Onion, big (Allium cepa)",50,g
a0fdd209-49f2-41b8-908a-3a13aeb473bb,BFP521,UK-17-661,"Butter, unsalted",30,g
a0febdfe-6cb6-49d2-bded-93eed3f17c3d,ASC371,M001,"Egg, poultry, whole, raw",12.5,g
a100a364-f090-4c3f-8c2a-ae8986aa1d7c,ASC408,UK-12-332,"Cream, fresh, single",80,g
a1025cf2-8617-4467-aabb-8cd603128e05,ASC239,UK-17-367,Salt,0.25,tsp
a102cd68-b318-4ec4-93c4-9c77b15c9e13,ASC123,UK-13-852,Saffron,0.5,g
a109f924-5c19-45d3-9baa-0ef063666112,BFP087,UK-17-367,Salt,2,g
a10e1230-842f-4744-b40d-aba6e277ca45,ASC413,L002,"Milk, whole, Cow",120,ml
a12b0606-3859-4c85-9ea0-d7c95ae3ef0f,BFP278,UK-17-367,Salt,0.25,tsp
a12f3855-031a-4bb7-8314-65dbf003f4b8,OSR059,G033,Turmeric powder (Curcuma domestica),0.25,tsp
a13537d6-c4ea-4fbd-80d6-8a6ed82ddd86,OSR038,UK-17-355,Baking powder,0.5,tsp
a1378a45-8dcf-4de3-8f36-5e5fce1cde61,OSR108,UK-17-377,"Water, distilled",0.5,C
a138a035-8247-4b7a-89e8-d0ce8a5c5631,ASC399,ANN-ING-0034,Pineapple essence,0.5,tsp
a138ef70-0172-4589-a737-582bfa86ad0b,BFP346,UK-17-360,Gelatine,0.25,tsp
a13b0bfd-f4ee-45b4-b19a-966d61b24c6f,ASC312,US-173471,Vanilla extract,0.25,tsp
a13bede0-a1fb-4ddd-815e-d27725c9872f,BFP132,G024,Coriander seeds (Coriandrum sativum),0.5,tsp
a13cd18c-a91a-426f-8329-b43685877856,ASC137,UK-17-063,"Sugar, white",0.75,tsp
a141115d-f71e-4340-acc2-e4f7dade2854,ASC311,UK-17-360,Gelatine,1.5,tsp
a1455dc3-e8e9-4f90-8aae-9f50f71e5b9a,ASC029,UK-17-661,"Butter, unsalted",10,g
a1487159-97f3-4434-9d52-91442b921518,ASC421,UK-14-369,"Orange juice, freshly squeezed",2,tsp
a1515179-727b-403a-93a5-7b60045441f0,ASC036,D033,"Capsicum, green (Capsicum annuum)",16.7,g
a16177ca-3a1a-442a-981a-505ac2956b3d,BFP421,G014,"Ginger, fresh (Zingiber officinale)",5,g
a164fb61-bf1e-474f-a0d7-25ff0053a4e5,BFP208,UK-17-045,"Oil, sunflower",1,tsp
a17dbf5b-8f5e-41f2-9798-31cb82db8132,ASC294,G020,"Cardamom, green (Elettaria cardamomum)",0.25,tsp
a1893e1e-cc7d-40a4-9ba4-6c5b196ba517,ASC263,E057,"Raisins, dried, black (Vitis vinifera)",10,g
a1896c1e-6203-40f3-b5ab-c267fdf45025,OSR019,L004,Khoa,15,g
a18ec5ae-afc5-429b-b63f-e058bcadf33a,ASC502,ANN-ING-0048,Citric Acid,0.5,tsp
a19081cb-a57e-4f6f-b6c0-9e1c0e099449,ASC406,M001,"Egg, poultry, whole, raw",50,g
a1983afd-dee3-4dbd-b02a-e4899e7a58db,OSR026,H018,Pistachio nuts (Pistacla vera),2.09,g
a19dc2e3-cb2e-4ae3-b815-c5de163003f6,OSR128,UK-13-064,"Beans, broad, whole, raw",450,g
a1a8905a-1720-4a57-af37-8916d241effe,OSR076,UK-17-377,"Water, distilled",4,C
a1ab891b-64b2-4771-9263-98f23ef62ad1,ASC197,G009,Coriander leaves (Coriandrum sativum),1,sprig
a1abb8b4-171d-474c-8f65-6c04dda08ebd,ASC155,UK-17-377,"Water, distilled",1,C
a1ad8926-ce4d-425b-91e3-5bf5e7877135,BFP484,UK-12-332,"Cream, fresh, single",100,ml
a1b1c5de-322a-485a-8390-26e29a8589c3,ASC079,G031,"Pepper, black (Piper nigrum)",0.375,tsp
a1b1f354-e056-4482-8926-7106e4311609,OSR062,G031,"Pepper, black (Piper nigrum)",1,tsp
a1b40d1c-e144-47d4-bada-b744d7f55099,ASC110,UK-17-045,"Oil, sunflower",480,ml
a1bdd019-c9e6-403e-b411-05424eeef6b3,ASC288,L002,"Milk, whole, Cow",200,g
a1c01db7-5ca5-4866-968b-f729fe33b0e3,ASC328,UK-14-335,"Cherries, glace",5,g
a1c34c63-0353-44cd-a27d-3619e8099477,ASC016,E009,"Banana, ripe, montham (Musa x paradisiaca)",40,g
a1c51ad4-497f-41e9-8928-39c7644b2505,BFP201,UK-17-377,"Water, distilled",0.5,C
a1c860e3-149d-4528-8a48-b666ef3f541d,BFP046,G014,"Ginger, fresh (Zingiber officinale)",3,g
a1c8b931-c56e-4fc8-ab90-546425136975,BFP460,UK-17-045,"Oil, sunflower",2,tsp
a1cbeabc-ed62-4101-b9ee-0cb7b9764903,OSR112,G012,"Garlic, small clove (Allium sativum)",1,tsp
a1cec87a-37c4-444a-ba9f-57f92dee7dd5,OSR114,UK-17-367,Salt,0.25,tsp
a1d4238c-8de3-4a23-a42a-57597e483ddd,ASC227,G017,"Onion, big (Allium cepa)",50,g
a1d5f140-20df-45cd-b18d-2de0fd845563,ASC266,UK-17-367,Salt,0.5,tsp
a1dc98c2-140c-4d1c-b962-1c03fdc96e12,BFP187,UK-17-045,"Oil, sunflower",1,tsp
a1dd3e09-78b1-429a-bc73-9d88ac374d20,ASC359,UK-17-367,Salt,0.25,tsp
a1e38216-fdd4-47fc-8e45-c2fe6ae057a3,BFP087,G031,"Pepper, black (Piper nigrum)",0.25,tsp
a1ffe599-0602-4a4e-ac25-cc8523f804a2,ASC200,UK-17-045,"Oil, sunflower",1,tbsp
a202d82c-657c-4c19-bca2-d0df6b5ed57c,BFP482,UK-12-545,Cocoa powder,1,tbsp
a211e404-dacf-4118-8220-8d74a1aceb24,BFP161,G017,"Onion, big (Allium cepa)",30,g
a212663e-633f-4eab-9c3e-f09e46b9b7a8,BFP072,D061,"Peas, fresh (Pisum sativum)",100,g
a2172b14-d12e-40b4-a716-80c3206cad18,BFP276,G017,"Onion, big (Allium cepa)",25,g
a21754fb-8d12-48aa-a82c-235dace97d73,BFP147,UK-12-184,"Yogurt, whole milk, plain",30,g
a22b200d-cf4c-48ff-aa1a-12c990a6b349,BFP217,UK-12-184,"Yogurt, whole milk, plain",2,tbsp
a235eb0e-e62c-4966-a545-03ad453796b7,BFP573,G009,Coriander leaves (Coriandrum sativum),1,sprig
a247301c-32ed-4a13-a272-8af6cf982c96,BFP522,UK-14-197,"Pears, canned in juice, whole contents",100,g
a24abb44-ff81-4973-9205-df63977a5729,BFP045,G019,Asafoetida (Ferula assa-foetida),0.25,tsp
a24dbb23-533a-472c-b049-bcd42ad3c573,BFP275,UK-17-377,"Water, distilled",2,tbsp
a24e4179-e5e1-4f72-b3f5-585cd9231eea,OSR131,G031,"Pepper, black (Piper nigrum)",1,tsp
a2675b8a-da9c-4a76-9d47-c70116d08d15,ASC255,L003,Paneer,20,g
a26f5534-0fa0-4f32-b360-fbb2442df5f6,OSR153,G012,"Garlic, small clove (Allium sativum)",0.5,tsp
a278c34a-a57b-4c33-9091-e3afa275e878,BFP197,G027,Mace (Myristica fragrans),1,g
a2865240-8005-4e45-8068-61f9a4625dfb,ASC244,UK-11-1045,"Flour, corn",0.5,tsp
a286ffb8-5505-47cc-9a0e-7709bff52f3b,BFP187,G020,"Cardamom, green (Elettaria cardamomum)",0.25,tsp
a29152b8-857e-494c-8a03-07441d7e8142,ASC417,UK-17-062,"Sugar, icing",55,g
a2943738-7364-4466-96d9-511338b9235e,BFP350,UK-17-360,Gelatine,0.25,tsp
a2968a98-255a-4f8b-9d64-e9d4a9f2ae13,ASC058,UK-17-367,Salt,0.25,tsp
a29bf785-a60a-48e1-b84b-62902cab789e,ASC425,G020,"Cardamom, green (Elettaria cardamomum)",1.25,g
a2a93e33-62d2-428a-9800-70d35ae660ac,ASC065,UK-17-367,Salt,0.25,tsp
a2adbab3-5f55-4985-a421-3fbbf5dfb2e2,ASC243,UK-17-045,"Oil, sunflower",2,C
a2c3bf01-642a-40c4-910a-fa14679e096c,ASC202,UK-11-896,"Flour, gram",2,tsp
a2c3fddc-e77e-46d1-b1b3-229157c561cf,OSR111,D033,"Capsicum, green (Capsicum annuum)",2,tbsp
a2d65810-aa4e-4f60-bef4-387de735480e,ASC416,UK-17-661,"Butter, unsalted",4,tsp
a2d6d14b-5a9c-493b-b0eb-ddca09350fec,ASC206,G012,"Garlic, small clove (Allium sativum)",1.25,g
a2dee2e8-4c63-432c-96bc-a2e2404e5d48,BFP089,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",10,g
a2e99344-0baf-4b6d-b2d8-99f49f436002,BFP187,UK-17-356,Bicarbonate of soda,0.17,tsp
a2f46e63-ca0a-4270-b2a6-b68318b20109,ASC513,G023,Cloves (Syzygium aromaticum),3.75,g
a2f7484f-b1fb-47aa-b65a-464b8a7afd06,OSR116,UK-13-873,Chilli powder,0.5,tsp
a2f97853-fb80-49d0-8a2e-6d385f4cabd7,ASC386,B003,"Black gram, dal (Phaseolus mungo)",0.5,tsp
a2faa0c9-f753-47de-ba09-ff743bf919ba,OSR097,G022,"Chillies, red (Capsicum annum)",4,g
a3038ef7-82ef-46fa-9192-a33f55df2636,ASC002,UK-17-377,"Water, distilled",1.5,C
a310c9cb-7d32-4cf2-b0d7-6a4d79c0e8fa,ASC368,UK-11-1145,"Bread, white, average",15,g
a318c296-dc43-400b-821b-b00b4633fcef,ASC091,UK-11-1045,"Flour, corn",1,tbsp
a319671c-1261-4b8e-8806-b17e4d8040bf,ASC227,G012,"Garlic, small clove (Allium sativum)",1.6,g
a31badb2-5abb-4c44-a6c8-04e9b7168346,ASC178,F006,"Potato, brown skin, big (Solanum tuberosum)",100,g
a330679a-4ba6-4a25-8a75-e5b084346afe,OSR054,E033,"Lemon, juice (Citrus limon)",3,tsp
a3422bdd-cc70-4932-a369-b59facd60f94,OSR075,G014,"Ginger, fresh (Zingiber officinale)",12.66,g
a3437e3a-82e6-49d5-9627-78c1db04291b,ASC020,M001,"Egg, poultry, whole, raw",50,g
a34565de-6961-4edf-949e-b23d1e48e021,ASC184,US-400113,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",0.125,tsp
a347869c-b292-4c7f-9848-8a26a993dac1,BFP325,G031,"Pepper, black (Piper nigrum)",0.25,tsp
a34fb7eb-d38c-41c6-a319-6d20e295f47f,BFP176,G014,"Ginger, fresh (Zingiber officinale)",5,g
a35b1afc-f71a-421b-8780-bb8d9ae2c096,ASC229,UK-13-806,"Bay leaf, dried",0.4,g
a35c9659-4bd2-4909-9335-0ed6c2630029,BFP266,UK-13-829,Garam masala,0.25,tsp
a3692698-5366-4410-ae96-906c8ffb6407,BFP132,UK-17-377,"Water, distilled",50,ml
a36ade5a-1891-4802-86b0-e8162cf6ea91,ASC355,UK-17-377,"Water, distilled",4,tbsp
a37906eb-ec02-4365-a30e-29380cd6f0bd,BFP141,G021,"Cardamom, black (Elettaria cardamomum)",0.25,tsp
a379ade0-412d-47fd-b992-2a80845e9a58,OSR151,UK-17-045,"Oil, sunflower",3,tbsp
a37c8796-b1da-431e-9024-8aa5b10e2e41,OSR114,UK-17-063,"Sugar, white",1,tsp
a384ce3a-31d1-4e4e-8fda-096446a745cc,ASC035,UK-19-517,Salami,34,g
a38c6247-70ca-4b2e-8729-2c9bb52b2ad8,ASC077,UK-17-362,Mustard powder,1,tbsp
a39cedf1-fc78-4f59-a4df-589638222b6b,OSR053,UK-13-873,Chilli powder,6,tsp
a39ffdea-66fc-49af-a708-3e91d0e6f207,OSR025,H001,Almond (Prunus amygdalus),5.55,g
a3a4abfe-3536-4116-8a60-5c7e741ac105,BFP196,G032,Poppy seeds (Papaver somniferum),0.5,tsp
a3a51cc1-4156-43c1-b594-ced1d80d4db9,BFP031,H013,Mustard seeds (Brassica nigra),10,g
a3a888f2-d00e-4102-84a6-0b44f3a697ad,BFP065,F002,"Carrot, orange (Daucus carota)",10,g
a3b0add6-9beb-489b-862e-b077b9459796,BFP289,L002,"Milk, whole, Cow",50,ml
a3b5695d-3567-4853-8b7e-8bd2288395b7,BFP392,UK-17-377,"Water, distilled",4,tbsp
a3bb36d8-8a90-440e-a480-9866a22997a9,BFP043,G022,"Chillies, red (Capsicum annum)",3.33,g
a3bbeb23-5eb8-434e-ad3c-d12410c60009,ASC259,C025,Lettuce (Lactuca sativa),48,g
a3c14e6e-1478-4c7b-a90d-f7e65598f14c,ASC471,UK-17-640,"Ghee, butter",30,g
a3c3c896-87bc-4645-80f9-169fef558cfe,BFP134,G017,"Onion, big (Allium cepa)",20,g
a3c9d9d7-2db2-4fbc-9ac5-19d1ca3936c6,ASC490,C033,Spinach (Spinacia oleracea),25,g
a3cf85b5-a9c8-43e2-8e34-4675193734b4,ASC203,G009,Coriander leaves (Coriandrum sativum),1,sprig
a3d0844b-8421-4314-a725-35a8959d883b,ASC265,UK-17-063,"Sugar, white",10,g
a3db042f-7618-45af-a643-3333894b87bf,BFP415,UK-11-896,"Flour, gram",30,g
a3dcaedd-ac51-4bde-a9d3-e9b77b831862,BFP292,UK-17-367,Salt,0.17,tsp
a3e47306-3952-4663-a2d4-5696de372791,ASC127,G019,Asafoetida (Ferula assa-foetida),0.25,tsp
a3e5e9f5-c599-4016-aa49-4317fdbe8cbf,BFP141,UK-17-377,"Water, distilled",120,ml
a3e6196b-7def-4aed-b88e-f4177b085c2e,ASC465,B010,"Green gram, dal (Vigna radiata)",20,g
a3e906dc-6b8c-4f77-8367-0ea7f5a47e21,BFP262,UK-17-661,"Butter, unsalted",1,tsp
a3f439ba-1973-4b5b-822a-25c7551d3488,ASC361,UK-17-367,Salt,0.25,tsp
a3f53c35-c564-4ec3-9172-e88ef6b881c1,ASC148,UK-17-367,Salt,0.5,tsp
a3f72946-35e4-4ad9-b911-250f5d7a3e9a,BFP125,G017,"Onion, big (Allium cepa)",40,g
a3f9fbf6-aa82-4f9f-975d-cf142953c31b,ASC131,G012,"Garlic, small clove (Allium sativum)",0.63,g
a3fbd270-a70a-4c13-9289-0617ebfc803c,ASC100,D036,Cauliflower (Brassica oleracea var. botrytis),100,g
a4037566-05df-4f45-a051-285e5e0ae343,ASC190,G017,"Onion, big (Allium cepa)",50,g
a406af67-d303-4e1f-8fc0-28283c55549e,BFP552,UK-17-377,"Water, distilled",150,ml
a406d84b-07e4-4455-8ad7-f495fd522b0f,ASC322,UK-17-062,"Sugar, icing",30,g
a40b8fff-fbcb-42cf-b971-953c291c0299,ASC442,L002,"Milk, whole, Cow",1,tbsp
a40e8841-e918-4384-8cc3-26fd76ce6433,BFP431,US-400113,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",0.5,tsp
a40f59a0-5dfb-458e-8b2b-8ce06cc02ee4,BFP217,UK-13-829,Garam masala,0.25,tsp
a41239ce-113d-4789-a759-33ede02ac12c,BFP250,UK-17-377,"Water, distilled",4,tsp
a418f2c8-4ccc-407b-a816-a19d95b1e3ee,ASC365,A018,"Wheat flour, refined (Triticum aestivum)",100,g
a420923b-086f-433b-848f-75b950791698,OSR114,UK-13-827,Fennel seeds,0.1,tsp
a42295fd-6e50-49c6-81f9-6c507c8093a1,OSR124,US-173471,Vanilla extract,1,tbsp
a427ea8c-003d-4db4-a3d8-a55447ab464e,ASC386,G008,"Chillies, green - all varieties (Capsicum annum)",3.33,g
a430963e-b062-469e-a2f5-57271f7edd9c,ASC228,G033,Turmeric powder (Curcuma domestica),0.125,tsp
a436485a-9d25-4172-bfac-128cc60745bd,BFP272,UK-17-377,"Water, distilled",1,tbsp
a4382886-6db8-4d62-81e6-457399f8bf7d,ASC204,G033,Turmeric powder (Curcuma domestica),0.25,tsp
a4450eb0-0bf3-49b2-909a-b0c49f463f7b,BFP602,UK-13-874,"Cinnamon, ground",0.5,tsp
a4467b3f-d6c3-4e9a-8224-c985ce3f7caf,ASC210,UK-12-527,"Cheese, processed, plain",10,g
a44d6e11-3be2-4c9a-b9f0-43a4235616d7,BFP404,UK-17-062,"Sugar, icing",20,g
a45199d3-f1ed-4a1d-ad99-1d8053564948,BFP221,G031,"Pepper, black (Piper nigrum)",0.25,tsp
a459e0d5-235b-4b13-99b4-ae7d65647f7c,BFP604,D006,"Bitter gourd, jagged, smooth ridges, elongate (Momordica charantia)",80,g
a46ac29e-dfdf-47ea-85af-02c973f2c0ae,ASC345,UK-17-063,"Sugar, white",50,g
a46d08c4-73e5-425f-ae9a-7b97ee9d776f,ASC234,UK-17-640,"Ghee, butter",2,tbsp
a46df07d-3fc8-44bd-bbb4-85af3da043eb,BFP459,UK-17-661,"Butter, unsalted",10,g
a47508a7-e945-4c3b-8bfe-5f1632b7dab6,OSR143,UK-17-377,"Water, distilled",4,C
a476f282-f5ae-431b-b9f5-9e7a9010933d,ASC412,A018,"Wheat flour, refined (Triticum aestivum)",50,g
a47bcf41-bc77-4106-829f-398a0811c368,OSR146,UK-13-873,Chilli powder,0.25,tsp
a47ed4a3-fc05-4696-9b6e-a6c5a26ed9ce,ASC313,ANN-ING-0010,Pineapple syrup,1,tbsp
a48180ed-37db-4128-804b-54573ae4d25e,ASC460,C033,Spinach (Spinacia oleracea),75,g
a484875f-19ec-491c-8a25-96b44f194fb7,BFP289,A018,"Wheat flour, refined (Triticum aestivum)",2,tsp
a4901045-4bf5-4a24-8028-454090e9d844,BFP141,G021,"Cardamom, black (Elettaria cardamomum)",0.25,tsp
a4906a1f-5b90-4e67-bafe-4cdd493f3d85,BFP234,P057,"Pomfret, white (Pampus argenteus)",100,g
a49891a7-8dcd-4d81-bcaa-d427c4600d2b,OSR108,G012,"Garlic, small clove (Allium sativum)",1,g
a49d5f75-a511-4c7a-a573-742d4aa5fd50,BFP388,UK-17-377,"Water, distilled",15,ml
a4adc7d4-310a-4f41-914e-4275bb627a28,ASC358,UK-17-045,"Oil, sunflower",0.5,tsp
a4b40661-26a1-4ee6-b298-ff5d4013c06c,ASC361,G025,Cumin seeds (Cuminum cyminum),0.25,tsp
a4b661dd-6e1b-4c13-aaaf-8f073c520211,BFP390,UK-17-377,"Water, distilled",15,ml
a4c140c0-3216-4355-bb38-2e4792417671,BFP207,UK-12-184,"Yogurt, whole milk, plain",100,g
a4c674aa-6e5c-4e1d-b2d4-46cac38da0e5,ASC293,UK-17-377,"Water, distilled",90,ml
a4cae8c5-2d34-4b4d-85a3-9bae412a5041,OSR095,M001,"Egg, poultry, whole, raw",100,g
a4d51eb9-de8a-4134-bd50-53a4c2f0e963,BFP554,I001,"Jaggery, cane (Saccharum officinarum)",30,g
a4d82cb1-b0fc-42fc-bbce-fc7e82361203,BFP091,G033,Turmeric powder (Curcuma domestica),0.25,tsp
a4db3f2e-2768-43a9-8045-4c20131a8092,BFP201,G014,"Ginger, fresh (Zingiber officinale)",5,g
a4dd56b2-1136-4956-bc86-0481544aaa35,BFP453,UK-14-130,"Lemons, flesh only, raw, weighed with peel and pips",30,g
a4e13ec8-b597-4696-8ad3-54e6e01890a8,ASC249,F006,"Potato, brown skin, big (Solanum tuberosum)",60,g
a4e439f3-9f75-467f-adc2-6cc5db082c57,ASC127,G033,Turmeric powder (Curcuma domestica),0.125,tsp
a4f217cf-960a-40dc-838e-edd435c92fcb,BFP415,G014,"Ginger, fresh (Zingiber officinale)",3,g
a5039db0-beef-4637-a453-c4da511b6ea7,BFP082,UK-17-727,"Stock cubes, vegetable",240,ml
a504cd3c-30d1-4232-803f-42c1fd285830,OSR129,G024,Coriander seeds (Coriandrum sativum),2,tbsp
a50d3dc0-30a7-4963-996f-e65a7d982df8,BFP279,UK-17-367,Salt,0.25,tsp
a513b4c6-e3b3-449d-a319-d5d5dae65f4e,BFP027,G016,Mint leaves (Mentha spicata ),5,g
a517c4e1-a307-479e-b160-4878914b0fa6,OSR144,G023,Cloves (Syzygium aromaticum),1,tsp
a525119e-849c-4bf3-aefa-24b34521bbc7,ASC003,UK-17-377,"Water, distilled",75,ml
a525c377-98ac-4ebb-b57c-46c7e84d8e61,ASC402,UK-17-367,Salt,0.5,tsp
a5381051-e46d-45ce-aa33-bef73ff5dcca,ASC050,L002,"Milk, whole, Cow",250,ml
a53a1079-1379-4357-83e5-b5fccacc1a13,ASC165,UK-13-873,Chilli powder,0.25,tsp
a53adfc9-f311-4671-942c-99f05d194018,ASC344,H011,"Gingelly seeds, white (Sesamum indicum)",50,g
a5473a9c-5592-4a6b-8a83-8afabad38b2b,ASC387,E064,"Tamarind, pulp (Tamarindus indica)",10,g
a547b100-3f0a-4d31-8569-d1c14ef4e83b,BFP152,F002,"Carrot, orange (Daucus carota)",25,g
a54ede5f-f3eb-4f9b-abfb-bce7f1b219a8,BFP544,UK-13-873,Chilli powder,0.125,tsp
a5507a58-5a4a-4dc2-b663-3599f383e3ce,ASC474,G008,"Chillies, green - all varieties (Capsicum annum)",3.33,g
a558ee63-08db-49ce-b845-701d090978d2,OSR137,E033,"Lemon, juice (Citrus limon)",1,tbsp
a55c1e62-0c73-41cf-badf-7dc3a7d95bec,ASC251,G017,"Onion, big (Allium cepa)",20,g
a55c6f44-d054-48bd-8400-e9bd93d031fd,BFP141,ANN-ING-0024,Kewra,0.5,tsp
a563d1c8-36c1-4822-896e-2d681b24a57f,OSR110,H006,"Coconut, kernal, dry (Cocos nucifera)",20,g
a5675a74-313d-47dc-8587-6c17711f8778,BFP358,UK-12-333,"Cream, fresh, whipping",125,g
a5681c01-3ff4-4ea5-8423-ac3da28e0cfe,ASC512,UK-13-874,"Cinnamon, ground",2.5,g
a56b0b54-0c27-4fac-9014-f38d91f0bb57,BFP239,G009,Coriander leaves (Coriandrum sativum),1,sprig
a56c3c4a-af9e-42e8-b77e-da839d982e3a,BFP606,A018,"Wheat flour, refined (Triticum aestivum)",10,g
a570a10a-4153-4540-a76d-2913dfafa800,BFP157,UK-11-716,"Pasta, white, dried, raw",40,g
a570de42-2112-44cb-99b3-2024d334763f,ASC139,UK-17-367,Salt,0.25,tsp
a5719aa0-5a38-4c0d-adb2-06ffffb1e10d,OSR112,UK-14-130,"Lemons, flesh only, raw, weighed with peel and pips",30,g
a575dccd-cb0d-4c52-99e1-8dcaf471afae,BFP549,A019,"Wheat flour, atta (Triticum aestivum)",30,g
a57b3d2b-e86d-4043-aef8-8767ae8544c6,OSR077,G017,"Onion, big (Allium cepa)",60,g
a58598a2-a2bf-4215-a408-3e7ae18559d4,ASC075,M001,"Egg, poultry, whole, raw",100,g
a58d10fe-c3d4-4444-92c8-9b938a417cda,BFP478,UK-17-062,"Sugar, icing",2,tsp
a59c895c-6d42-469c-9c5c-7ea2c12b013f,BFP216,G014,"Ginger, fresh (Zingiber officinale)",3,g
a5a720d6-c40a-4fc0-908e-e66c0fffba25,BFP075,UK-17-727,"Stock cubes, vegetable",360,ml
a5a82bea-6adc-47ac-9a8e-711e1f8b89cb,BFP171,F010,"Radish, elongate, white skin (Raphanus sativus)",37.5,g
a5ad7159-232d-4c8c-8122-6a754c4cff8d,BFP162,C033,Spinach (Spinacia oleracea),100,g
a5af946e-f235-4f1d-8846-641726b8e92c,ASC103,G008,"Chillies, green - all varieties (Capsicum annum)",3.33,g
a5b754c8-c884-4c12-95d2-8d3a0d9c0355,ASC040,G031,"Pepper, black (Piper nigrum)",0.25,tsp
a5b92d39-893b-42d2-ba33-bb7d2bbcddb5,BFP205,UK-13-873,Chilli powder,0.125,tsp
a5bafb3c-7b2d-4705-8870-0fafaff4ef1a,ASC181,H007,"Coconut, kernel, fresh (Cocos nucifera)",20,g
a5bb00e0-14ec-4a85-ad15-1d58aefe20c4,BFP203,G031,"Pepper, black (Piper nigrum)",0.25,tsp
a5bb9efc-bbba-4ef1-8349-d2f16ff66eb9,ASC226,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",100,g
