id,source_recipe_code,food_code_org,food_name,amount,unit
23197eb0-402c-45a9-8ed8-1e573509fd4f,BFP150,A014,"Rice, parboiled, milled (Oryza sativa )",50,g
231c0b9a-b93b-4f10-a4a2-de2314e4c311,ASC422,US-169061,"Candies, gum drops, no sugar or low calorie (sorbitol)",50,g
231e5cae-910a-400c-80d5-701d5d05bedf,ASC247,E033,"Lemon, juice (Citrus limon)",0.25,tsp
232683d1-027e-44f1-9d36-9dc9a1efd745,BFP407,UK-17-377,"Water, distilled",15,ml
2327176e-68cd-43c1-ad21-a47137cfc8bc,OSR114,E033,"Lemon, juice (Citrus limon)",1,tbsp
232e9fd9-efd7-460f-b4f3-1bad63c165b7,OSR005,UK-17-063,"Sugar, white",5.5,tbsp
232ff14b-4324-462f-97a6-98ed0c5eed3c,ASC307,UK-17-377,"Water, distilled",1,tbsp
2335437f-e07c-4e41-bdbf-7c3932a11017,ASC368,M001,"Egg, poultry, whole, raw",12.5,g
2339b50d-f797-4ec4-ae32-c06424dfe9d2,ASC307,US-169061,"Candies, gum drops, no sugar or low calorie (sorbitol)",5,g
234ef485-8ae9-4601-a131-3ffee536cf12,ASC168,G022,"Chillies, red (Capsicum annum)",6.66,g
235696a8-61fe-476a-a4f4-f80c59587838,ASC190,UK-17-367,Salt,0.5,tsp
23575b40-c36b-48d6-8431-3bc051581496,BFP299,UK-13-164,"Beetroot, raw",100,g
23682b32-242d-47b4-9844-29f7bea9f28b,BFP044,A011,Rice flakes (Oryza sativa ),40,g
236e3ffa-aba6-4717-843f-6c3e24da2dee,BFP080,C028,Parsley (Petroselinum crispum),1,sprig
236e6449-e71e-45f5-ba1c-45a73fcbdcdd,OSR141,H013,Mustard seeds (Brassica nigra),0.2,tbsp
237189a6-8bea-409a-b779-80e593388823,ASC092,G014,"Ginger, fresh (Zingiber officinale)",6.33,g
237a8933-8f7e-4262-a39a-647824bd8f32,BFP041,G022,"Chillies, red (Capsicum annum)",1.67,g
23827a0f-debd-4131-967f-c4cef5eb7483,OSR153,D061,"Peas, fresh (Pisum sativum)",72.5,g
2388a37c-62c1-4257-8298-2ff912e2f938,BFP539,M001,"Egg, poultry, whole, raw",50,g
238a0816-3a37-4199-bb41-e6f038937633,BFP091,G020,"Cardamom, green (Elettaria cardamomum)",0.5,tsp
2392ad8b-bc9a-4194-bc63-536140debd9c,ASC140,G031,"Pepper, black (Piper nigrum)",0.25,tsp
23941836-2737-48f1-83bb-3bfe5e77f69f,ASC238,UK-13-873,Chilli powder,0.25,tsp
239ccf62-541f-4dcf-868a-a00923811c0c,OSR083,B003,"Black gram, dal (Phaseolus mungo)",1,tsp
239d43c3-794b-4f64-bfc9-8502df61dc61,ASC208,UK-17-367,Salt,0.5,tsp
23ae1a63-d8b1-4038-ac42-94810a61d853,BFP249,UK-17-367,Salt,0.17,tsp
23b5b3de-fc0f-425d-a7be-fef2e3d4a97c,BFP512,UK-17-062,"Sugar, icing",20,g
23bc894c-52eb-4aab-81de-f17e6dcbc47e,BFP421,US-806341,AJWAIN SEED WHOLE ORGANIC SPICES,0.125,tsp
23bc996a-d28f-4542-b42f-ea05829b20cf,BFP240,G008,"Chillies, green - all varieties (Capsicum annum)",3.33,g
23be0398-2217-42e7-8a24-83fa50fccd0b,BFP096,UK-17-362,Mustard powder,0.25,tsp
23beb807-45fd-4eb6-aab5-03f9d8766ed6,ASC199,G008,"Chillies, green - all varieties (Capsicum annum)",1.67,g
23bf342c-baaa-4ddd-872b-a07af4d9ee53,ASC363,G008,"Chillies, green - all varieties (Capsicum annum)",1.7,g
23c054db-3fef-47c7-9365-f98cfa7f245e,ASC021,UK-17-063,"Sugar, white",20,g
23dac1f9-43db-4782-aae7-d1dd9a6f0f28,OSR006,D043,"Cucumber, green, elongate (Cucumis sativus)",300,g
23ddf993-1b0b-45a1-bb40-567816c7ee11,OSR022,H005,Cashew nut (Anacardium occidentale),34.25,g
23e32e6b-157c-4665-906d-07b0e2c5a1db,BFP604,UK-13-829,Garam masala,0.125,tsp
23e4e578-1b86-4511-9f94-d85094c5dcee,ASC064,A018,"Wheat flour, refined (Triticum aestivum)",40,g
23e50199-655a-4660-b4c3-53825c8aea0a,ASC045,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",40,g
23ebe838-9717-4a39-b06b-babc0bd10afe,ASC249,G014,"Ginger, fresh (Zingiber officinale)",5,g
23efffec-f528-4f9b-b109-bb3a56406ad9,OSR138,G017,"Onion, big (Allium cepa)",60,g
23f29c35-a60c-460e-b537-d33fbdd06c7d,BFP286,G031,"Pepper, black (Piper nigrum)",0.125,tsp
23f56784-9d29-437a-883e-62598d2e30e3,BFP453,F002,"Carrot, orange (Daucus carota)",10,g
24005436-48a7-4950-816b-30e65010f36c,ASC005,UK-17-377,"Water, distilled",10.5,tbsp
240c49d0-39c0-4252-989e-3b77ee41a680,ASC437,UK-17-377,"Water, distilled",180,ml
24162393-a6f6-45d7-a9e2-ebe35f9a22cd,BFP196,G017,"Onion, big (Allium cepa)",15,g
2418e771-5c2b-4b48-b0cf-66884ddda895,BFP522,UK-17-367,Salt,0.5,tsp
241a3be3-17a6-45f8-a518-5724dbe4c8f7,ASC080,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",50,g
241c7954-9897-4d2c-9ef0-bb29ee606a16,OSR113,US-806341,AJWAIN SEED WHOLE ORGANIC SPICES,0.5,tsp
242175dc-739d-4840-8946-3f0a428248cf,ASC412,UK-17-045,"Oil, sunflower",30,g
2428a069-42f1-4b5a-802a-1f36c43242c5,BFP506,UK-17-355,Baking powder,0.17,tsp
242c5ff0-334e-4e6d-9288-5ef82ffa0c88,ASC430,UK-17-062,"Sugar, icing",2,tsp
243ae97c-3363-4e8b-bf6a-34a0a05855eb,BFP220,G014,"Ginger, fresh (Zingiber officinale)",20,g
243c4d02-a8ff-4053-a186-8a3fd5f5544a,ASC336,ANN-ING-0012,Colour,0.25,tsp
2441d9da-53b7-4de7-9393-a65bf56fe560,BFP363,M002,"Egg, poultry, white, raw",17,g
24471f8f-2112-4b30-96ae-93e6abce6e36,ASC020,G028,Nutmeg (Myristica fragrans),0.25,tsp
2452a98e-68ff-4dc3-b5c6-235e8528e0dc,ASC249,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",200,g
245870c7-a5a0-40cb-96b8-87e402131c5f,BFP204,G027,Mace (Myristica fragrans),1,g
245f260c-2f35-4c55-9776-362ff048eab2,BFP142,UK-17-045,"Oil, sunflower",1,tbsp
2461884d-2ccd-4a38-9372-04d42ca6c31d,BFP444,UK-17-063,"Sugar, white",0.25,tsp
2461adc3-20b9-42f4-a2d5-1d648b186e8f,BFP052,G017,"Onion, big (Allium cepa)",30,g
24628a2d-6ee5-4103-b784-c548377a74d4,OSR039,G020,"Cardamom, green (Elettaria cardamomum)",4,tsp
2465f1b9-0eb6-48b8-8d8e-11194ee150aa,OSR066,UK-13-874,"Cinnamon, ground",0.5,tsp
247023af-17a9-472e-8931-ddb36d7d6d05,BFP284,UK-12-527,"Cheese, processed, plain",50,g
24749706-67aa-49c5-a067-4fb023723db1,BFP091,H013,Mustard seeds (Brassica nigra),0.25,tsp
2478cecd-48d4-480a-ab14-2834d499d3a9,BFP428,UK-17-367,Salt,0.25,tsp
2479bbb2-ba51-427a-bff5-92c7a9e1c0aa,BFP479,UK-17-661,"Butter, unsalted",25,g
24823c41-1746-4fe1-96d5-0a305e8a757f,ASC084,G028,Nutmeg (Myristica fragrans),0.25,tsp
24823d5b-1a3a-4e1f-9093-5b02c310a842,BFP110,UK-17-377,"Water, distilled",3,tbsp
2482423d-c42e-46d2-931c-72acc2282178,OSR136,A003,Bajra (Pennisetum typhoideum),150,g
248921b5-2f46-4fbd-b7bb-d2ed4f06c291,ASC045,UK-11-1145,"Bread, white, average",120,g
248b852c-3775-4e11-97cb-cb22f5ab3cc6,ASC380,M001,"Egg, poultry, whole, raw",50,g
248c7a04-8961-4d4f-95b2-c8e231582772,ASC148,G017,"Onion, big (Allium cepa)",50,g
2493ce1c-1b36-44ae-b4b7-f5fa4eee8235,OSR042,UK-17-661,"Butter, unsalted",250,g
249b5296-ab48-4adb-97a7-cc41df2bc97d,BFP569,UK-13-827,Fennel seeds,0.25,tsp
24a77000-980e-4f2d-be34-3dda903f7fef,BFP152,G026,Fenugreek seeds (Trigonella foenum graecum),0.25,tsp
24b2825d-5345-4a90-8fb3-f0aebfcb4719,BFP212,UK-17-367,Salt,0.25,tsp
24c4d372-0126-42d3-a967-bc964bb79a8f,BFP602,UK-17-367,Salt,1,g
24c68d4a-ebdd-4685-9c44-73e1785247f0,ASC441,M001,"Egg, poultry, whole, raw",12.5,g
24cc5d39-d0ff-47c8-8e81-a206d7cbe151,BFP263,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",15,g
24e3cec4-a7c1-41c8-84c5-0f57cccda6ae,BFP013,L002,"Milk, whole, Cow",240,ml
24e68754-f79c-4b0d-8957-3ff918aa986a,OSR108,G025,Cumin seeds (Cuminum cyminum),0.1,tsp
24eac507-70c8-49cb-a10e-4aaa829c44c9,OSR101,UK-17-045,"Oil, sunflower",1,tbsp
24ed4e59-49f0-4c2e-b42c-d3efc11b27fd,ASC207,G012,"Garlic, small clove (Allium sativum)",1.25,g
24f34713-08f2-4bee-ac2a-385fdad18e4e,BFP560,UK-17-377,"Water, distilled",0.25,C
24fbd8e3-348c-4b86-a5e9-2961df5732b2,ASC316,UK-12-332,"Cream, fresh, single",120,g
25010209-1905-4f77-af56-e49ea70cb14d,OSR077,G014,"Ginger, fresh (Zingiber officinale)",1,tsp
2503b5f9-a060-4729-a5b6-9319a14711b4,ASC081,G023,Cloves (Syzygium aromaticum),0.25,tsp
2511f423-4eed-46a9-9484-1cae22518156,OSR106,A018,"Wheat flour, refined (Triticum aestivum)",30,g
25122c6a-c130-4fca-a4a1-14832f5706e1,OSR097,G024,Coriander seeds (Coriandrum sativum),11,g
25137902-8e73-4975-beb7-1c06d535feba,BFP506,UK-14-335,"Cherries, glace",1.5,g
251c7906-1539-47e6-b4d2-aba4f355ba52,ASC275,G008,"Chillies, green - all varieties (Capsicum annum)",1.67,g
2521cd59-c47a-42e9-9753-02c352e9d58e,OSR076,UK-17-045,"Oil, sunflower",3,tsp
2534e257-003c-4faa-8104-93a76bf0a5e1,BFP073,UK-17-661,"Butter, unsalted",5,g
25360720-cc82-4aea-9d56-7f52b2bae373,BFP052,G008,"Chillies, green - all varieties (Capsicum annum)",3.33,g
254e9a57-df37-4b37-93dd-8f703b25b106,OSR074,UK-13-342,"Shallots, raw",40,g
254f936f-87b3-4f5c-bf35-9c6f411e2838,BFP483,A018,"Wheat flour, refined (Triticum aestivum)",50,g
2550c620-2f9a-4e3c-9e71-a5a2765251c0,BFP354,US-173471,Vanilla extract,0.5,tsp
2550ff3e-0e3f-435e-84c1-c1cdee551adf,BFP152,G017,"Onion, big (Allium cepa)",25,g
255b7574-9a92-490c-815e-25a9f1e77138,BFP177,UK-17-045,"Oil, sunflower",0.5,tsp
255d5c3a-0fa4-4381-bf15-a066a976f6a6,BFP144,G014,"Ginger, fresh (Zingiber officinale)",5,g
255f1163-f017-4fc0-b783-e851d6c038b9,OSR139,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",100,g
25679477-c700-4956-97aa-6114b6dd1f2e,OSR112,G021,"Cardamom, black (Elettaria cardamomum)",0.125,tsp
256e6a83-bb83-4199-b70c-f5e541427772,ASC206,UK-17-367,Salt,0.5,tsp
256f503b-edeb-49c5-9b26-2c2290c92ae8,ASC083,UK-12-332,"Cream, fresh, single",1,tbsp
256fa195-9127-4e74-9108-1a8a4bb56ab0,ASC032,UK-17-654,"Mayonnaise, standard, retail",1,tbsp
2586654f-08ae-4118-9d5d-f82bb812e4e1,ASC229,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",50,g
2586fc0f-793d-454d-9de7-52b5c269ced9,ASC359,UK-11-896,"Flour, gram",50,g
25881067-8ae9-4549-8fbb-d63b5ac90d55,BFP214,UK-13-806,"Bay leaf, dried",0.4,g
258e428b-fb24-43d2-bacb-919990121f1f,BFP153,UK-17-377,"Water, distilled",150,ml
258f0d98-bb6b-41b5-8a22-c34073284052,BFP142,UK-13-874,"Cinnamon, ground",2.5,g
25a4c876-610b-4ab8-9190-22299a063980,BFP284,D007,"Bottle gourd, elongate, pale green (Lagenaria vulgaris)",300,g
25b48602-3bb8-48eb-b3f3-e350f574bcc0,OSR102,G033,Turmeric powder (Curcuma domestica),0.25,tsp
25b62b5a-b256-422a-a939-a82dd97810e5,ASC032,UK-11-1145,"Bread, white, average",120,g
25bed6d0-7893-411b-a1b7-483401a19eea,BFP044,H012,Ground nut (Arachis hypogea),10,g
25c03a44-2e0d-4379-8c7a-5e9e0716c841,BFP379,E001,"Apple, big (Malus domestica)",50,g
25c5975e-e5c9-4c42-8ed8-0c663ebbfb2a,ASC497,ANN-ING-0019,Yellow color,0.5,tbsp
25d55f3c-f8bb-40d6-af37-37fdc446fcaf,BFP502,L002,"Milk, whole, Cow",1,tsp
25d98b14-8fff-47e6-a23e-fbe64f829585,ASC358,UK-13-829,Garam masala,0.125,tsp
25e620e5-6364-4180-90ef-a82cd5f932e4,ASC229,G023,Cloves (Syzygium aromaticum),0.375,tsp
25e66e49-338d-4fa5-acd7-4341f9c321bc,ASC514,UK-17-367,Salt,2,tsp
25eae62b-a6be-44c0-8391-7d28734ffa8f,ASC197,UK-17-045,"Oil, sunflower",1,tbsp
25f026c5-e436-45c6-95ae-9ef7ed0405df,ASC279,UK-13-873,Chilli powder,0.25,tsp
25f4160d-c9f5-4370-8df7-0d30924b1f35,BFP171,G033,Turmeric powder (Curcuma domestica),0.125,tsp
25fb3818-32ad-4a34-b44c-9b1fce3d08c2,ASC242,G008,"Chillies, green - all varieties (Capsicum annum)",6.66,g
26055d89-ad29-4893-80c0-f3dea09ec1d2,ASC140,UK-13-878,"Oregano, dried, ground",0.25,tsp
260b522c-1b11-4696-bdea-24beadbaebad,BFP289,D061,"Peas, fresh (Pisum sativum)",100,g
260e0d52-5446-476c-8672-84b36b76ab32,ASC315,UK-17-377,"Water, distilled",2,tbsp
260e6ac2-7b2a-4588-84d8-2b5109f95db9,BFP125,A018,"Wheat flour, refined (Triticum aestivum)",28,g
2615ed0e-0247-48ef-b700-fbdd37855b51,ASC424,UK-17-358,Cream of tartar,0.25,tsp
262443b4-c024-4850-b5f4-8269f8917588,ASC443,M001,"Egg, poultry, whole, raw",12.5,g
26249a3f-0b58-46a4-ab1d-ae1214f3b417,BFP043,UK-14-130,"Lemons, flesh only, raw, weighed with peel and pips",4,g
262a19c8-df15-4b47-9f52-a9a5486f560d,BFP390,ANN-ING-0006,KEWRA ESSENCE,0.5,tsp
2636b48e-bc72-4ab4-8713-a9aee08b702f,ASC360,G008,"Chillies, green - all varieties (Capsicum annum)",3.33,g
26396b59-ef6c-4f16-81b6-d164593b3269,ASC135,G031,"Pepper, black (Piper nigrum)",0.125,tsp
2639a09c-9993-478a-9dec-d52ac9ef4ef7,BFP185,UK-13-874,"Cinnamon, ground",1,g
265042da-9678-4705-ab59-97dc11de56e6,OSR030,G012,"Garlic, small clove (Allium sativum)",1,tbsp
26552c54-adf1-4b0f-8ddd-5f7ca344836d,ASC064,L002,"Milk, whole, Cow",100,ml
2656ee7d-7da0-45cd-ade5-dcea70d97e0f,ASC009,UK-17-377,"Water, distilled",18,tbsp
265ed3e7-8645-4ca5-a3eb-b040a507bf17,ASC342,UK-17-640,"Ghee, butter",20,g
2662746a-849c-451d-82ba-212e22a19f4f,BFP056,UK-14-369,"Orange juice, freshly squeezed",15,g
266b3c26-9f73-4981-9981-80b8f02e12b8,BFP513,UK-17-355,Baking powder,0.17,tsp
266e2d28-9635-4b4e-963c-d1e056f570c6,BFP154,UK-17-367,Salt,0.125,tsp
267b08ad-f1e9-4811-8f4e-43ffefbcfa01,BFP425,UK-17-377,"Water, distilled",2,tsp
2680899a-075a-4e6b-9f0a-167e0701abbc,ASC493,UK-17-063,"Sugar, white",1500,g
26836caa-db7c-4b1f-b72c-ad9a6f2deceb,ASC164,UK-17-045,"Oil, sunflower",1.5,tsp
2683e556-4443-4a25-a879-a878f9d5d7cb,ASC371,UK-13-873,Chilli powder,0.25,tsp
26856be7-4c3e-4817-8e12-5b103cf465b8,OSR121,UK-13-146,"Agar, dried",3.25,tsp
268cf5ed-f2ed-4ef5-a198-9ac5c521c341,ASC008,UK-17-063,"Sugar, white",3,tbsp
269003d8-a725-4395-980a-a0731392db10,BFP541,UK-17-367,Salt,0.125,tsp
269a8c34-9e48-4c88-8c23-27638a771e4e,OSR147,UK-11-896,"Flour, gram",184,g
269de747-2288-45cc-977c-076a94f233a6,BFP348,ANN-ING-0026,STRAWBERRY COLOUR,0.25,tsp
269f5cc7-4c91-4803-a29d-04cdeafe7284,ASC152,G025,Cumin seeds (Cuminum cyminum),0.25,tsp
26a0f993-86ef-45b5-8626-2fd7d9fe3958,BFP249,UK-17-377,"Water, distilled",0.5,C
26ab996e-8636-4079-a0f2-966e4956977b,BFP231,D037,Celery stalk (Apium graveolens),1,tbsp
26adc520-ef29-477b-94a0-b28cec06fb52,BFP196,UK-17-045,"Oil, sunflower",240,ml
26b130e4-7c92-4be6-9969-dcee8a44dbed,BFP162,UK-17-661,"Butter, unsalted",15,g
26b4c2ef-d8ec-4026-8849-d183ccbe6028,BFP221,UK-17-063,"Sugar, white",0.25,tsp
26b95724-f21e-434e-962b-f0cf85dbe547,ASC398,UK-14-369,"Orange juice, freshly squeezed",150,ml
26c43071-592b-41d6-8ec5-de35627fc50f,BFP176,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",50,g
26c4a71d-9431-46c4-b126-6958987697f4,ASC031,UK-17-367,Salt,0.25,tsp
26c73717-00a7-4713-911d-9435430b0ae0,OSR114,G033,Turmeric powder (Curcuma domestica),0.3,tsp
26d8c2d2-8588-47f2-b040-c37bc5f07523,OSR112,US-400113,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",0.5,tbsp
26f57002-2b67-4533-93c4-0d6c36b56c8c,ASC289,E057,"Raisins, dried, black (Vitis vinifera)",1.32,g
26fd1b68-12e2-44ff-8f4c-8c7adac93358,ASC372,UK-11-1145,"Bread, white, average",60,g
2700c5b0-1d64-4d5e-a0f2-b410b6096bb0,ASC242,G014,"Ginger, fresh (Zingiber officinale)",5,g
27065708-1577-4fc3-97b0-c49bcb19a6ed,ASC163,G014,"Ginger, fresh (Zingiber officinale)",3.17,g
2708bd51-e06e-48cb-bb3a-b36c7fc1bbec,BFP519,UK-12-527,"Cheese, processed, plain",10,g
270b6ee2-e2db-45ab-b260-060186d60982,ASC507,D057,"Mango, green, raw (Mangifera indica)",1000,g
2712e7bf-aa8b-4360-aff2-6b88568592fa,ASC159,G017,"Onion, big (Allium cepa)",17.5,g
27152b0b-da7a-4558-b27a-93cdbd1514f8,OSR146,UK-17-356,Bicarbonate of soda,1,tsp
27196c6a-49cb-45b0-bfde-28e148b33f0d,ASC290,H001,Almond (Prunus amygdalus),1.11,g
271afe2e-40c2-4ff2-9c9c-3ee43499273b,BFP275,G014,"Ginger, fresh (Zingiber officinale)",5,g
271ba875-095b-4002-b386-2152ad310cc3,ASC207,UK-13-829,Garam masala,0.25,tsp
2720b1a3-b555-4393-a6c8-a86796e73567,BFP358,UK-17-377,"Water, distilled",1,tsp
2723b4c2-8b8c-43a4-beaa-f5e3589be249,OSR009,H005,Cashew nut (Anacardium occidentale),20.88,g
272b067f-bc75-4fbf-a7e2-1ec1545b578c,ASC262,UK-13-352,"Spring onions, bulbs and tops, raw",25,g
272dd47e-055f-44ce-9c87-92833ec0e48d,ASC095,UK-17-367,Salt,0.25,tsp
27303092-bc53-451a-8485-df4236f8b600,BFP199,UK-13-873,Chilli powder,0.125,tsp
27342a8c-5d9d-460f-b2c1-f54bb64b5c44,BFP575,UK-11-898,"Flour, soya",10,g
27399639-f06b-4b72-9c8e-169d3a230475,ASC347,UK-17-062,"Sugar, icing",30,g
273e13ed-be6f-44cf-b19d-720bcb23f9e6,ASC404,UK-14-130,"Lemons, flesh only, raw, weighed with peel and pips",15,g
27414c0f-c2f6-480b-91bd-3d4ee645e428,ASC436,M002,"Egg, poultry, white, raw",34,g
27490c83-202e-4b99-9e34-f6dbd3e9e481,BFP296,UK-17-362,Mustard powder,0.25,tsp
2758b259-d1b5-4223-9c75-3f923b378629,BFP457,UK-17-362,Mustard powder,0.25,tsp
276034c9-b7bd-4c45-a526-df27e5efd351,BFP500,UK-17-661,"Butter, unsalted",25,g
2763bf1a-ebdf-4c7a-88f6-8c904fbd6f9b,BFP471,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",20,g
27686525-8b85-48f5-90cf-d2847b440c7c,ASC092,UK-17-367,Salt,0.25,tsp
276c51ea-8919-4eee-9989-f87b9a255144,OSR063,G031,"Pepper, black (Piper nigrum)",0.25,tsp
276d2ef8-da65-4a45-bce9-0edb645862f3,OSR136,F002,"Carrot, orange (Daucus carota)",60,g
276e56b3-f2ca-4ca4-9415-4def2e15360d,ASC139,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",100,g
276f6de1-b527-4d4b-8620-6d48259cc4dc,ASC410,UK-17-377,"Water, distilled",25,ml
2777b70a-5885-4a42-a72a-efac617243a7,OSR046,E050,Peach (Prunus communis),620,g
27790ffb-239f-4f7e-8bae-45491560ac12,OSR081,UK-17-339,Vinegar,2,tbsp
27791b3a-815d-4b45-956f-b617ccf72cd3,BFP074,UK-17-367,Salt,0.25,tsp
2784ea46-0203-41cb-bcb4-43c466f64121,ASC019,L002,"Milk, whole, Cow",0.75,C
2788b2a4-a263-4c2f-bd56-50366fc1864b,ASC223,UK-13-881,"Pepper, white",0.125,tsp
2791088a-2eae-4bfa-acc5-74338f3bb790,ASC451,A018,"Wheat flour, refined (Triticum aestivum)",50,g
279396f1-8ef8-4d7a-9bd2-cf001f4481c4,BFP222,G012,"Garlic, small clove (Allium sativum)",1.87,g
279995dd-de3e-4fd8-89a0-3b14f4900112,ASC041,UK-17-045,"Oil, sunflower",2,tsp
27a127ed-2eda-486d-aa17-9c64633928a3,ASC251,G024,Coriander seeds (Coriandrum sativum),0.25,tsp
27a67797-169b-4403-a739-643ef25022af,ASC006,G016,Mint leaves (Mentha spicata ),1,sprig
27a78d1d-d882-43d2-9d09-932cbbf76603,ASC139,L002,"Milk, whole, Cow",150,ml
27a8742a-ebab-4ab2-a140-1b5cd708a2b6,ASC247,UK-17-367,Salt,0.5,tsp
27a893ec-a9a5-4ee4-a565-ffb79300401c,BFP280,B001,"Bengal gram, dal (Cicer arietinum)",5,g
27adc4fe-336a-46f7-938f-3721c261c018,BFP393,L002,"Milk, whole, Cow",250,ml
27c377f7-2857-4b3f-ae5c-dbfd139aefb8,BFP177,G009,Coriander leaves (Coriandrum sativum),1,sprig
27c3a196-aa9d-4207-9295-8300d3094286,OSR012,UK-17-640,"Ghee, butter",1,tbsp
27c7ef53-15ca-45f8-aae4-782c7030fe89,ASC485,UK-12-184,"Yogurt, whole milk, plain",50,g
27d8eda6-28d4-4b36-b879-e49725c8d405,OSR142,B001,"Bengal gram, dal (Cicer arietinum)",200,g
27e51660-3e59-498e-90af-1e7c7837352a,ASC209,G014,"Ginger, fresh (Zingiber officinale)",5,g
27f97aaf-30f1-49f0-8679-7f0e7dde3f42,ASC324,L002,"Milk, whole, Cow",30,ml
2806a432-c283-4fbc-8dc8-d148ef26d1cc,ASC034,UK-17-661,"Butter, unsalted",15,g
280a400f-84ef-4be9-be9a-2f928ddd2625,BFP338,UK-17-377,"Water, distilled",0.25,C
28170a02-100c-441f-8947-cbafcf008ba6,BFP459,H012,Ground nut (Arachis hypogea),5,g
281b9ab4-e1b3-4d16-bd5c-4ac565e3fd61,ASC191,D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",50,g
282559c5-12d7-44a6-873c-5d48f8b54fa1,ASC300,UK-17-377,"Water, distilled",1,tsp
2825e83c-89d5-4572-b5d5-619e15f5be23,BFP328,E014,"Cherries, red (Prunus cerasus)",7.5,g
2827b7e4-ad63-4b53-9141-9abe446b8bc1,OSR107,G025,Cumin seeds (Cuminum cyminum),1,tsp
282bf5bb-0c88-40be-99b8-b8f13867426a,BFP217,G014,"Ginger, fresh (Zingiber officinale)",5,g
283238c4-17ba-4b3e-b4d0-633cf9674796,BFP262,G008,"Chillies, green - all varieties (Capsicum annum)",1.1,g
2851a21e-db20-4c0e-8fff-c456e5052900,BFP171,B003,"Black gram, dal (Phaseolus mungo)",30,g
2862d6d2-4638-44fc-8ebb-c87177418ae2,ASC070,UK-17-377,"Water, distilled",5,C
28648876-31b8-4acb-860f-dc0ef0fe15ab,BFP280,G022,"Chillies, red (Capsicum annum)",0.75,g
28785e3b-df3c-4684-97fe-f6d092e3a06a,BFP223,H013,Mustard seeds (Brassica nigra),0.125,tsp
287af182-0b15-4583-a236-e451f2a10495,ASC201,UK-13-873,Chilli powder,0.25,tsp
288f195c-cd92-4b46-a466-51dbb527f827,BFP246,UK-12-332,"Cream, fresh, single",1,tbsp
288f35d6-2a19-4ba5-a3d7-fdb49210a9c3,ASC223,D061,"Peas, fresh (Pisum sativum)",20,g
288f6626-ddb0-4d31-a440-9cecb855dc40,BFP362,UK-12-333,"Cream, fresh, whipping",30,g
288f9e42-dfe9-49e2-acef-b0fdde7069ee,ASC168,G024,Coriander seeds (Coriandrum sativum),0.25,tsp
288fd725-adb3-4a3d-b7d4-f81cf70979a8,ASC242,UK-17-063,"Sugar, white",0.5,tsp
289a4546-ccf7-43bd-9a67-c04609338758,OSR142,G033,Turmeric powder (Curcuma domestica),0.25,tsp
289b5189-800b-4f5b-9e57-a2c69835b924,ASC469,G033,Turmeric powder (Curcuma domestica),0.25,tsp
289ec513-f2d5-45e9-a14a-13ca97df7714,ASC237,G014,"Ginger, fresh (Zingiber officinale)",6.33,g
289fb7af-e08e-45d2-a6d1-7df199fe8fe5,ASC345,UK-17-358,Cream of tartar,0.125,tsp
28b44b49-9830-4436-b4cc-27970ad33f28,ASC025,UK-17-661,"Butter, unsalted",10,g
28b68ca9-54b4-4e94-b237-eb8c01830e06,BFP505,E047,"Orange, pulp (Citrus aurantium)",5.1,g
28d02f1a-752a-46f8-9483-006d11b8e35b,ASC410,UK-17-045,"Oil, sunflower",30,g
28d32c14-3545-4925-9e41-dbe65372b3d5,ASC092,G008,"Chillies, green - all varieties (Capsicum annum)",1.67,g
28dabfec-aff4-4858-8d94-2f5e2cff72ae,BFP165,UK-17-038,"Oil, olive",0.5,tbsp
28dce424-d5c2-4bd2-b66c-cba2d96d3c33,BFP379,UK-11-1145,"Bread, white, average",25,g
28e1b9e8-0111-4d02-825e-f0261fb2c780,ASC326,L002,"Milk, whole, Cow",200,ml
28e4a7c0-94d9-45c0-b561-540eb83629f1,BFP222,UK-17-367,Salt,0.17,tsp
28ec2c4e-6819-4df8-9502-a87a547b8b7c,BFP461,N003,"Chicken, poultry, breast, skinless",50,g
28f24672-8705-40d5-8b77-2eb5aa87a889,BFP496,UK-17-661,"Butter, unsalted",30,g
28f43e3b-4f97-4cfd-84cd-dd512ef1596a,BFP566,UK-17-045,"Oil, sunflower",240,ml
28fd7b44-2a42-49df-b814-c649f441da7e,BFP510,UK-17-377,"Water, distilled",1,tsp
28feefce-50aa-49e3-89ab-1d2ddc3c10d1,ASC050,UK-11-788,"Porridge oats, unfortified",20,g
29086dd5-38af-4273-841a-c841695f700c,BFP043,H013,Mustard seeds (Brassica nigra),2,g
290930b5-1375-4c30-92f1-4d6e7a8868eb,ASC255,UK-12-332,"Cream, fresh, single",1,tbsp
